date,district,Cowpea,Ground Nuts,Maize,Onion,Pepper,Rice,Sesame,Sorghum,Tomato,Water Melon
2013-01-01,Gebiley,,,,,,,,,,
2013-01-01,Hagar,,,250.0,,,,,45.0,,
2013-01-01,Hargeysa,,,,,,,,,,
2013-01-01,Hobyo,210.0,,,,,,,1.0,,
2013-01-01,Jalalaqsi,,,350.0,1.2,8.0,,30.0,301.0,75.0,200.0
2013-01-01,Jamaame,140.0,,1.52,,,,800.0,,,
2013-01-01,Jilib,440.0,,182.1,,,,482.0,,,
2013-01-01,Jowhar,264.0,,6.12,,,1.6,855.0,3.6,,
2013-01-01,Kismaayo,34.0,,320.0,,,,90.0,,,
2013-01-01,Kurtunwaarey,175.0,,3.5,,,,4.2,,,
2013-01-01,Luuq,7.0,,472.0,104.0,,,3.0,240.0,60.0,
2013-01-01,Marka,,,7.0,,,,321.08,,,
2013-01-01,Owdweyne,,,,,,,,,,
2013-01-01,Qansax Dheere,570.0,375.0,1.62,,,,600.0,10.08,,
2013-01-01,Qoryooley,,,5.4,,,,1020.0,1.0,,
2013-01-01,Rab Dhuure,75.0,,21.0,,,,,720.0,,
2013-01-01,Saakow,640.0,,1.35,,,,3.6,2.8,,
2013-01-01,Sablaale,105.0,,1.8,,,,1.38,,,
2013-01-01,Sheikh,,,,,,,,,,
2013-01-01,Tayeeglow,385.0,,400.0,,,,,4.2,,
2013-01-01,Waajid,102.0,,30.0,,,,,960.0,,
2013-01-01,Wanla weyn,900.0,,,,,,900.0,7.8,,
2013-01-01,Xarardheere,2.16,,,,,,,44.0,,
2013-01-01,Xudur,263.0,,240.0,,,,,1.85,,
2013-07-01,Adan Yabaal,25.0,,,,,,,8.0,,
2013-07-01,Afgooye,,,6.959999999999999,,,,,,,
2013-07-01,Afmadow,14.0,,315.0,,,,9.0,,,
2013-07-01,Baardheere,16.0,,888.0,700.0,,,20.0,3.42,750.0,
2013-07-01,Badhaadhe,3.0,,160.0,,,,4.0,,,
2013-07-01,Balcad,120.0,,4.6,,,,480.0,3.18,,
2013-07-01,Baraawe,,,900.0,,,,,,,
2013-07-01,Baydhaba,1.4,400.0,5.82,,,,440.0,5.2,,
2013-07-01,Belet Weyne,,,100.0,3.6,24.0,,6.0,245.0,270.0,1.5
2013-07-01,Belet Xaawo,2.0,,11.0,60.0,,,,,2.0,
2013-07-01,Borama,,,2.8,,,,,11.76,,
2013-07-01,Bu'aale,300.0,,2.16,,,,230.0,750.0,,
2013-07-01,Bulo Burto,,,75.0,1.65,16.0,,4.0,420.0,150.0,500.0
2013-07-01,Burco,,,,,,,,400.0,,
2013-07-01,Buur Hakaba,750.0,,455.0,,,,20.0,4.5,,
2013-07-01,Cadale,45.0,,,,,,,,,
2013-07-01,Ceel Bur,675.0,,,,,,,,,
2013-07-01,Ceel Dheer,562.0,,,,,,,,,
2013-07-01,Diinsoor,570.0,105.0,1.96,,,,274.0,6.0,,
2013-07-01,Doolow,3.0,,147.0,210.0,,,,,720.0,
2013-07-01,El berde,,,,,,,,,,
2013-07-01,Garbaharey/Burdhuubo,6.0,,677.0,490.0,,,,150.0,300.0,
2013-07-01,Gebiley,,,3.92,,,,,19.5,,
2013-07-01,Hagar,80.0,,480.0,,,,24.0,120.0,,
2013-07-01,Hargeysa,,,1.75,,,,,3.5,,
2013-07-01,Hobyo,29.0,,,,,,,,,
2013-07-01,Jalalaqsi,,,50.0,1.05,8.0,,30.0,315.0,75.0,300.0
2013-07-01,Jamaame,300.0,,5.8,,,,151.3,,,
2013-07-01,Jilib,410.0,,543.64,,,,200.0,,,
2013-07-01,Jowhar,100.0,,6.12,,,200.0,660.0,4.38,,
2013-07-01,Kismaayo,,,680.0,,,,90.0,,,
2013-07-01,Kurtunwaarey,,,330.993,,,,,,,
2013-07-01,Luuq,7.0,,368.0,80.0,,,,126.0,300.0,
2013-07-01,Marka,,,314.25,,,,,,,
2013-07-01,Owdweyne,,,,,,,,360.0,,
2013-07-01,Qansax Dheere,510.0,200.0,2.4,,,,338.0,6.85,,
2013-07-01,Qoryooley,,,11.549999999999999,,,,,200.0,,
2013-07-01,Rab Dhuure,18.0,,6.0,,,,,150.0,,
2013-07-01,Saakow,278.0,,790.0,,,,180.0,2.0,,
2013-07-01,Sablaale,,,2.5,,,,,,,
2013-07-01,Sheikh,,,35.0,,,,,240.0,,
2013-07-01,Tayeeglow,140.0,,80.0,,,,,800.0,,
2013-07-01,Waajid,30.0,,12.0,,,,,300.0,,
2013-07-01,Wanla weyn,,,2.95,,,,,3.4,,
2013-07-01,Xarardheere,725.0,,,,,,,,,
2013-07-01,Xudur,120.0,,80.0,,,,,600.0,,
2014-01-01,Adan Yabaal,31.0,,,,,,,80.0,,
2014-01-01,Afgooye,,,2.35,,,,481.62,6.0,,
2014-01-01,Afmadow,4.0,,95.0,,,,40.0,,,
2014-01-01,Baardheere,19.0,,1.057,1.02,,,54.0,3.075,240.0,
2014-01-01,Badhaadhe,3.0,,40.0,,,,20.0,,,
2014-01-01,Balcad,80.0,,4.0,,,,690.0,2.25,,
2014-01-01,Baraawe,,,200.0,,,,60.0,,,
2014-01-01,Baydhaba,1.05,,900.0,,,,4.5,11.5,,
2014-01-01,Belet Weyne,,,450.0,4.5,30.0,,4.0,504.0,450.0,1.5
2014-01-01,Belet Xaawo,1.0,,27.0,60.0,,,,6.0,270.0,
2014-01-01,Borama,,,,,,,,,,
2014-01-01,Bu'aale,24.0,,448.0,,,,415.0,240.0,,
2014-01-01,Bulo Burto,,,350.0,2.25,14.0,,6.0,1070.0,210.0,500.0
2014-01-01,Burco,,,,,,,,,,
2014-01-01,Buur Hakaba,550.0,,250.0,,,,75.0,5.4,,
2014-01-01,Cadale,51.0,,,,,,,70.0,,
2014-01-01,Ceel Bur,935.0,,,,,,,13.0,,
2014-01-01,Ceel Dheer,1.79,,,,,,,21.0,,
2014-01-01,Diinsoor,540.0,,600.0,,,,3.5,6.8,,
2014-01-01,Doolow,2.0,,268.0,520.0,,,,27.0,120.0,
2014-01-01,El berde,,,,,,,,,,
2014-01-01,Garbaharey/Burdhuubo,7.0,,880.0,980.0,,,,140.0,150.0,
2014-01-01,Gebiley,,,,,,,,,,
2014-01-01,Hagar,,,120.0,,,,26.0,60.0,,
2014-01-01,Hargeysa,,,,,,,,,,
2014-01-01,Hobyo,115.0,,,,,,,,,
2014-01-01,Jalalaqsi,,,300.0,1.5,8.0,,25.0,880.0,90.0,300.0
2014-01-01,Jamaame,66.0,,1150.0,,,,935.0,,,
2014-01-01,Jilib,40.0,,610.0,,,,697.0,,,
2014-01-01,Jowhar,20.0,,2.02,,,,1.45,3.48,,
2014-01-01,Kismaayo,,,150.0,,,,80.0,,,
2014-01-01,Kurtunwaarey,,,128.82,,,,411.075,,,
2014-01-01,Luuq,14.0,,747.0,840.0,,,3.0,366.0,180.0,
2014-01-01,Marka,,,4.5,,,,361.12,80.0,,
2014-01-01,Owdweyne,,,,,,,,,,
2014-01-01,Qansax Dheere,570.0,,390.0,,,,3.25,6.25,,
2014-01-01,Qoryooley,,,3.85,,,,450.0,140.0,,
2014-01-01,Rab Dhuure,16.0,,8.0,,,,,150.0,,
2014-01-01,Saakow,80.0,,344.0,,,,439.0,520.0,,
2014-01-01,Sablaale,,,900.0,,,,870.0,,,
2014-01-01,Sheikh,,,,,,,,,,
2014-01-01,Tayeeglow,300.0,,135.0,,,,,1.2,,
2014-01-01,Waajid,34.0,,12.0,,,,,300.0,,
2014-01-01,Wanla weyn,,,240.0,,,,2.8,4.5,,
2014-01-01,Xarardheere,2.01,,,,,,,37.0,,
2014-01-01,Xudur,120.0,,100.0,,,,,810.0,,
2014-07-01,Adan Yabaal,10.0,,,,,,,15.0,,
2014-07-01,Afgooye,338.0,,7.2,,,,90.0,300.0,,
2014-07-01,Afmadow,5.0,,100.0,,,,10.0,,,
2014-07-01,Baardheere,29.0,,1.085,1.02,,,108.0,2.32,240.0,
2014-07-01,Badhaadhe,4.0,,100.0,,,,5.0,,,
2014-07-01,Balcad,60.0,,3.2,,,,60.0,450.0,,
2014-07-01,Baraawe,80.0,,1.25,,,,180.0,,,
2014-07-01,Baydhaba,875.0,750.0,2.1,,,,780.0,5.95,,
2014-07-01,Belet Weyne,,,193.0,4.05,40.0,,20.0,220.0,390.0,2.3
2014-07-01,Belet Xaawo,1.0,,20.0,60.0,,,,,270.0,
2014-07-01,Borama,,,3.617,,,,,6.75,,
2014-07-01,Bu'aale,55.0,,1.2,,,,110.0,200.0,,
2014-07-01,Bulo Burto,,,90.0,2.1,10.0,,10.0,90.0,165.0,300.0
2014-07-01,Burco,,,,,,,,,,
2014-07-01,Buur Hakaba,400.0,,150.0,,,,38.0,3.45,,
2014-07-01,Cadale,80.0,,,,,,,7.0,,
2014-07-01,Ceel Bur,,,,,,,,,,
2014-07-01,Ceel Dheer,,,,,,,,,,
2014-07-01,Diinsoor,540.0,160.0,960.0,,,,525.0,4.0,,
2014-07-01,Doolow,10.0,,448.0,900.0,,,,,120.0,
2014-07-01,El berde,,,,,,,,,,
2014-07-01,Garbaharey/Burdhuubo,7.0,,425.0,660.0,,,,,120.0,
2014-07-01,Gebiley,,,4.6,,,,,22.3,,
2014-07-01,Hagar,10.0,,120.0,,,,8.0,50.0,,
2014-07-01,Hargeysa,,,3.294,,,,,5.8,,
2014-07-01,Hobyo,,,,,,,,,,
2014-07-01,Jalalaqsi,,,150.0,1.275,12.0,,75.0,200.0,105.0,400.0
2014-07-01,Jamaame,84.0,,2.6,,,,2.471,,,
2014-07-01,Jilib,80.0,,1.8,,,,150.0,,,
2014-07-01,Jowhar,80.0,,4.25,,,,150.0,2.08,,
2014-07-01,Kismaayo,30.0,,130.0,,,,30.0,,,
2014-07-01,Kurtunwaarey,1.5,,415.12,,,,800.0,,,
2014-07-01,Luuq,9.0,,770.0,780.0,,,,69.0,168.0,
2014-07-01,Marka,150.0,,108.1,,,,40.0,,,
2014-07-01,Owdweyne,,,12.0,,,,,120.0,,
2014-07-01,Qansax Dheere,630.0,280.0,1.0,,,,770.0,3.85,,
2014-07-01,Qoryooley,130.0,,201.4,,,,,20.0,,
2014-07-01,Rab Dhuure,38.0,,,,,,,60.0,,
2014-07-01,Saakow,70.0,,1.5,,,,140.0,600.0,,
2014-07-01,Sablaale,240.0,,3.0,,,,240.0,,,
2014-07-01,Sheikh,,,,,,,,,,
2014-07-01,Tayeeglow,140.0,,44.0,,,,,500.0,,
2014-07-01,Waajid,54.0,,,,,,,200.0,,
2014-07-01,Wanla weyn,1.5,,700.0,,,,800.0,4.2,,
2014-07-01,Xarardheere,,,,,,,,,,
2014-07-01,Xudur,106.0,,23.0,,,,,200.0,,
2015-01-01,Adan Yabaal,25.0,,,,,,,30.0,,
2015-01-01,Afgooye,585.0,,5.0,,,,661.3,3.9,,
2015-01-01,Afmadow,30.0,,165.0,,,,100.0,,,
2015-01-01,Baardheere,30.0,,978.0,1.2,,,84.0,3.25,280.0,
2015-01-01,Badhaadhe,,,15.0,,,,,,,
2015-01-01,Balcad,80.0,,3.2,,,,840.0,2.0,,
2015-01-01,Baraawe,120.0,,150.0,,,,385.0,,,
2015-01-01,Baydhaba,1.32,360.0,1.32,,,,2.8,15.36,,
2015-01-01,Belet Weyne,,,480.0,3.0,30.0,,50.0,1100.0,300.0,2.2
2015-01-01,Belet Xaawo,2.0,,43.0,60.0,,,,68.0,315.0,
2015-01-01,Borama,,,,,,,,,,
2015-01-01,Bu'aale,225.0,,500.0,,,,401.2,200.0,,
2015-01-01,Bulo Burto,,,455.0,1.8,8.0,,16.0,940.0,150.0,350.0
2015-01-01,Burco,,,,,,,,,,
2015-01-01,Buur Hakaba,768.0,,280.0,,,,45.0,9.7,,
2015-01-01,Cadale,50.0,,,,,,,20.0,,
2015-01-01,Ceel Bur,1.02,,,,,,,,,
2015-01-01,Ceel Dheer,2.04,,,,,,,,,
2015-01-01,Diinsoor,630.0,120.0,520.0,,,,2.4,7.65,,
2015-01-01,Doolow,5.0,,360.0,960.0,,,,70.0,140.0,
2015-01-01,El berde,,,,,,,,,,
2015-01-01,Garbaharey/Burdhuubo,24.0,,725.0,1.12,,,,195.0,210.0,
2015-01-01,Gebiley,,,,,,,,,,
2015-01-01,Hagar,,,120.0,,,,,80.0,,
2015-01-01,Hargeysa,,,,,,,,,,
2015-01-01,Hobyo,110.0,,,,,,,,,
2015-01-01,Jalalaqsi,,,420.0,1.05,6.0,,100.0,865.0,90.0,250.0
2015-01-01,Jamaame,180.0,,880.0,,,,1.2,,,
2015-01-01,Jilib,280.0,,2.1,,,,102.7,,,
2015-01-01,Jowhar,120.0,,4.4,,,600.0,1.29,2.72,,
2015-01-01,Kismaayo,40.0,,125.0,,,,120.0,,,
2015-01-01,Kurtunwaarey,1.5,,4.4,,,,3.8,,,
2015-01-01,Luuq,21.0,,548.0,840.0,,,,450.0,175.0,
2015-01-01,Marka,140.0,,5.76,,,,690.0,50.0,,
2015-01-01,Owdweyne,,,,,,,,,,
2015-01-01,Qansax Dheere,660.0,160.0,720.0,,,,2.2,9.18,,
2015-01-01,Qoryooley,225.0,,3.85,,,,885.0,750.0,,
2015-01-01,Rab Dhuure,30.0,,24.0,,,,,330.0,,
2015-01-01,Saakow,200.0,,400.0,,,,2.4,1.6,,
2015-01-01,Sablaale,170.0,,800.0,,,,920.0,,,
2015-01-01,Sheikh,,,,,,,,,,
2015-01-01,Tayeeglow,225.0,,175.0,,,,,1.75,,
2015-01-01,Waajid,60.0,,45.0,,,,,450.0,,
2015-01-01,Wanla weyn,1.2,,,,,,1.29,3.96,,
2015-01-01,Xarardheere,1.53,,,,,,,,,
2015-01-01,Xudur,150.0,,150.0,,,,,1.52,,
2015-07-01,Adan Yabaal,50.0,,,,,,,13.0,,
2015-07-01,Afgooye,1216.0,,7.28,,,,720.0,1.4,,
2015-07-01,Afmadow,,,25.0,,,,25.0,,,
2015-07-01,Baardheere,105.0,,1.032,935.0,,,20.0,1.82,350.0,
2015-07-01,Badhaadhe,,,15.0,,,,40.0,,,
2015-07-01,Balcad,120.0,,3.15,,,,200.0,1.68,,
2015-07-01,Baraawe,12.0,,920.0,,,,,,,
2015-07-01,Baydhaba,1.238,450.0,3.6,,,,700.0,6.6,,
2015-07-01,Belet Weyne,,,150.0,3.3,40.0,,30.0,555.0,450.0,3.4
2015-07-01,Belet Xaawo,,,52.0,540.0,,,10.0,14.0,275.0,
2015-07-01,Borama,,,240.0,,,,,1.87,,
2015-07-01,Bu'aale,80.0,,151.0,,,,500.0,300.0,,
2015-07-01,Bulo Burto,,,113.0,1.8,10.0,,20.0,355.0,150.0,500.0
2015-07-01,Burco,,,,,,,,50.0,,
2015-07-01,Buur Hakaba,542.0,,68.0,,,,88.0,5.95,,
2015-07-01,Cadale,40.0,,,,,,,9.0,,
2015-07-01,Ceel Bur,332.0,,,,,,,,,
2015-07-01,Ceel Dheer,159.0,,,,,,,,,
2015-07-01,Diinsoor,713.0,300.0,2.6,,,,325.0,3.8,,
2015-07-01,Doolow,,,562.0,660.0,,,12.0,16.0,275.0,
2015-07-01,El berde,,,,,,,,,,
2015-07-01,Garbaharey/Burdhuubo,,,383.0,55.0,,,3.0,75.0,350.0,
2015-07-01,Gebiley,,,400.0,,,,,4.8,,
2015-07-01,Hagar,,,80.0,,,,,75.0,,
2015-07-01,Hargeysa,,,,,,,,,,
2015-07-01,Hobyo,21.0,,,,,,,,,
2015-07-01,Jalalaqsi,,,100.0,1.2,8.0,,100.0,353.0,120.0,300.0
2015-07-01,Jamaame,180.0,,1.94,,,,970.0,,,
2015-07-01,Jilib,40.0,,1.35,,,,120.0,,,
2015-07-01,Jowhar,160.0,,4.255,,,1.05,440.0,1.625,,
2015-07-01,Kismaayo,,,40.0,,,,,,,
2015-07-01,Kurtunwaarey,216.0,,307.515,,,,1.8,,,
2015-07-01,Luuq,,,812.0,900.0,,,14.0,45.0,220.0,
2015-07-01,Marka,175.0,,307.21,,,,144.0,,,
2015-07-01,Owdweyne,,,8.0,,,,,300.0,,
2015-07-01,Qansax Dheere,708.0,360.0,2.325,,,,330.0,3.776,,
2015-07-01,Qoryooley,175.0,,7.1,,,,105.0,160.0,,
2015-07-01,Rab Dhuure,23.0,,48.0,,,,,159.0,,
2015-07-01,Saakow,40.0,,1.7,,,,81.2,1.5,,
2015-07-01,Sablaale,140.0,,4.84,,,,234.0,,,
2015-07-01,Sheikh,,,,,,,,25.0,,
2015-07-01,Tayeeglow,75.0,,50.0,,,,,696.0,,
2015-07-01,Waajid,40.0,,38.0,,,,,312.0,,
2015-07-01,Wanla weyn,175.0,,3.7,,,,885.0,2.65,,
2015-07-01,Xarardheere,345.0,,,,,,,,,
2015-07-01,Xudur,55.0,,56.0,,,,,480.0,,
2016-01-01,Adan Yabaal,50.0,,,,,,,56.0,,
2016-01-01,Afgooye,778.0,,3.12,,,,406.1,5.94,,
2016-01-01,Afmadow,20.0,,140.0,,,,42.0,12.0,,
2016-01-01,Baardheere,29.0,,864.0,455.0,,,111.0,4.02,450.0,
2016-01-01,Badhaadhe,12.0,,120.0,,,,45.0,,,
2016-01-01,Balcad,240.0,,4.68,,,,625.0,2.35,,
2016-01-01,Baraawe,83.0,,240.0,,,,,,,
2016-01-01,Baydhaba,1.47,680.0,1.36,,,,1.26,16.2,,
2016-01-01,Belet Weyne,,,300.0,2.52,20.0,,36.0,1520.0,245.0,1.575
2016-01-01,Belet Xaawo,18.0,,44.0,390.0,,,,70.0,300.0,
2016-01-01,Borama,,,,,,,,,,
2016-01-01,Bu'aale,280.0,,660.0,,,,1220.0,400.0,,
2016-01-01,Bulo Burto,,,590.0,1.5,6.0,,40.0,901.2,90.0,238.0
2016-01-01,Burco,,,,,,,,,,
2016-01-01,Buur Hakaba,810.0,,240.0,,,,88.0,9.72,,
2016-01-01,Cadale,30.0,,,,,,,57.0,,
2016-01-01,Ceel Bur,1.35,,,,,,,125.0,,
2016-01-01,Ceel Dheer,1.5,,,,,,,175.0,,
2016-01-01,Diinsoor,789.0,136.0,748.0,,,,975.0,10.26,,
2016-01-01,Doolow,30.0,,428.0,1.04,,,3.0,70.0,1.0,
2016-01-01,El berde,,,,,,,,,,
2016-01-01,Garbaharey/Burdhuubo,1.0,,682.0,,,,,200.0,300.0,
2016-01-01,Gebiley,,,,,,,,,,
2016-01-01,Hagar,20.0,,80.0,,,,42.0,90.0,,
2016-01-01,Hargeysa,,,,,,,,,,
2016-01-01,Hobyo,50.0,,,,,,,15.0,,
2016-01-01,Jalalaqsi,,,200.0,775.0,4.0,,125.0,1180.0,60.0,200.0
2016-01-01,Jamaame,200.0,,121.06,,,,830.0,,,
2016-01-01,Jilib,380.0,,81.1,,,,161.02,,,
2016-01-01,Jowhar,300.0,,6.56,,,1.4,1.188,3.9,,
2016-01-01,Kismaayo,70.0,,200.0,,,,100.0,,,
2016-01-01,Kurtunwaarey,250.0,,123.96,,,,2.325,,,
2016-01-01,Luuq,12.0,,662.0,120.0,,,,485.0,225.0,
2016-01-01,Marka,360.0,,4.0,,,,1.335,,,
2016-01-01,Owdweyne,,,,,,,,,,
2016-01-01,Qansax Dheere,781.0,204.0,850.0,,,,1.275,11.655,,
2016-01-01,Qoryooley,324.0,,4.76,,,,622.0,2.94,,
2016-01-01,Rab Dhuure,30.0,,18.0,,,,,400.0,,
2016-01-01,Saakow,20.0,,620.0,,,,602.09,2.5,,
2016-01-01,Sablaale,220.0,,1.8,,,,996.0,,,
2016-01-01,Sheikh,,,,,,,,,,
2016-01-01,Tayeeglow,234.0,,240.0,,,,,1.98,,
2016-01-01,Waajid,60.0,,60.0,,,,,680.0,,
2016-01-01,Wanla weyn,,,275.0,,,,870.0,8.05,,
2016-01-01,Xarardheere,2.25,,,,,,,250.0,,
2016-01-01,Xudur,150.0,,150.0,,,,,1.56,,
2016-07-01,Adan Yabaal,10.0,,,,,,,10.0,,
2016-07-01,Afgooye,176.0,,5.05,,,,200.0,1.25,,
2016-07-01,Afmadow,,,20.0,,,,12.0,,,
2016-07-01,Baardheere,16.0,,1.022,1.82,,,50.0,750.0,520.0,
2016-07-01,Badhaadhe,,,15.0,,,,,,,
2016-07-01,Balcad,120.0,,2.625,,,,200.0,300.0,,
2016-07-01,Baraawe,45.0,,430.0,,,,7.0,,,
2016-07-01,Baydhaba,1.14,400.0,2.1,,,,522.0,2.675,,
2016-07-01,Belet Weyne,,,400.0,1.82,20.0,,28.0,135.0,240.0,1.6
2016-07-01,Belet Xaawo,2.0,,61.0,65.0,,,,14.0,520.0,
2016-07-01,Borama,,,1.02,,,,,7.5,,
2016-07-01,Bu'aale,110.0,,700.0,,,,740.0,200.0,,
2016-07-01,Bulo Burto,,,455.0,1.12,6.0,,18.0,583.0,90.0,400.0
2016-07-01,Burco,,,,,,,,60.0,,
2016-07-01,Buur Hakaba,485.0,,72.0,,,,64.0,3.5,,
2016-07-01,Cadale,10.0,,,,,,,13.0,,
2016-07-01,Ceel Bur,,,,,,,,,,
2016-07-01,Ceel Dheer,,,,,,,,,,
2016-07-01,Diinsoor,660.0,312.0,2.37,,,,300.0,2.506,,
2016-07-01,Doolow,12.0,,639.0,910.0,,,,8.0,300.0,
2016-07-01,El berde,,,,,,,,,,
2016-07-01,Garbaharey/Burdhuubo,9.0,,460.0,650.0,,,,75.0,390.0,
2016-07-01,Gebiley,,,1.2,,,,,20.8,,
2016-07-01,Hagar,,,,,,,,10.0,,
2016-07-01,Hargeysa,,,600.0,,,,,5.2,,
2016-07-01,Hobyo,,,,,,,,,,
2016-07-01,Jalalaqsi,,,410.0,750.0,4.0,,113.0,125.0,60.0,200.0
2016-07-01,Jamaame,150.0,,1690.0,,,,170.0,,,
2016-07-01,Jilib,180.0,,1.25,,,,810.0,,,
2016-07-01,Jowhar,140.0,,3.15,,,1.0,250.0,2.75,,
2016-07-01,Kismaayo,,,170.0,,,,,,,
2016-07-01,Kurtunwaarey,130.0,,132.33,,,,175.0,,,
2016-07-01,Luuq,12.0,,918.0,1.69,,,,45.0,520.0,
2016-07-01,Marka,240.0,,7.35,,,,60.0,,,
2016-07-01,Owdweyne,,,75.0,,,,,910.0,,
2016-07-01,Qansax Dheere,662.0,288.0,714.0,,,,270.0,3.236,,
2016-07-01,Qoryooley,103.0,,4.37,,,,129.0,2.5,,
2016-07-01,Rab Dhuure,12.0,,15.0,,,,,91.0,,
2016-07-01,Saakow,190.0,,650.0,,,,770.0,1.1,,
2016-07-01,Sablaale,80.0,,1.973,,,,80.0,,,
2016-07-01,Sheikh,,,,,,,,150.0,,
2016-07-01,Tayeeglow,33.0,,18.0,,,,,360.0,,
2016-07-01,Waajid,24.0,,30.0,,,,,210.0,,
2016-07-01,Wanla weyn,105.0,,,,,,200.0,5.5,,
2016-07-01,Xarardheere,,,,,,,,,,
2016-07-01,Xudur,30.0,,40.0,,,,,315.0,,
2017-01-01,Adan Yabaal,,,,,,,,,,
2017-01-01,Afgooye,575.0,,3.74,,,,400.0,1.72,,
2017-01-01,Afmadow,3.0,,39.0,,,,5.0,,,
2017-01-01,Baardheere,22.0,,510.0,1.235,,,40.0,1.2,450.0,
2017-01-01,Badhaadhe,,,12.0,,,,,,,
2017-01-01,Balcad,120.0,,2.4,,,,100.0,150.0,,
2017-01-01,Baraawe,,,,,,,,,,
2017-01-01,Baydhaba,128.0,80.0,120.0,,,,180.0,1.5,,
2017-01-01,Belet Weyne,,,150.0,3.5,30.0,,,180.0,280.0,1.3
2017-01-01,Belet Xaawo,0.0,,35.0,240.0,,,,,825.0,
2017-01-01,Borama,,,,,,,,,,
2017-01-01,Bu'aale,14.0,,270.0,,,,50.0,100.0,,
2017-01-01,Bulo Burto,,,200.0,1.5,10.0,,,315.0,120.0,300.0
2017-01-01,Burco,,,,,,,,,,
2017-01-01,Buur Hakaba,94.0,,30.0,,,,12.0,960.0,,
2017-01-01,Cadale,,,,,,,,,,
2017-01-01,Ceel Bur,75.0,,,,,,,30.0,,
2017-01-01,Ceel Dheer,300.0,,,,,,,60.0,,
2017-01-01,Diinsoor,157.0,20.0,132.0,,,,200.0,1.995,,
2017-01-01,Doolow,6.0,,296.0,1.44,,,,,300.0,
2017-01-01,El berde,,,,,,,,,,
2017-01-01,Garbaharey/Burdhuubo,4.0,,400.0,1.17,,,,,600.0,
2017-01-01,Gebiley,,,,,,,,,,
2017-01-01,Hagar,,,6.0,,,,,8.0,,
2017-01-01,Hargeysa,,,,,,,,,,
2017-01-01,Hobyo,,,,,,,,,,
2017-01-01,Jalalaqsi,,,165.0,775.0,6.0,,,210.0,75.0,200.0
2017-01-01,Jamaame,42.0,,230.0,,,,114.0,,,
2017-01-01,Jilib,16.0,,370.0,,,,60.0,,,
2017-01-01,Jowhar,100.0,,2.1,,,375.0,450.0,,,
2017-01-01,Kismaayo,4.0,,43.0,,,,,,,
2017-01-01,Kurtunwaarey,60.0,,1.104,,,,200.0,,,
2017-01-01,Luuq,30.0,,525.0,1.3,,,,,1.0,
2017-01-01,Marka,204.0,,2.992,,,,540.0,,,
2017-01-01,Owdweyne,,,,,,,,,,
2017-01-01,Qansax Dheere,159.0,30.0,125.0,,,,375.0,2.22,,
2017-01-01,Qoryooley,150.0,,1.3,,,,120.0,,,
2017-01-01,Rab Dhuure,,,,,,,,,,
2017-01-01,Saakow,14.0,,316.0,,,,36.0,200.0,,
2017-01-01,Sablaale,30.0,,120.0,,,,455.0,,,
2017-01-01,Sheikh,,,,,,,,,,
2017-01-01,Tayeeglow,16.0,,,,,,,116.0,,
2017-01-01,Waajid,,,,,,,,,,
2017-01-01,Wanla weyn,300.0,,,,,,700.0,2.856,,
2017-01-01,Xarardheere,100.0,,,,,,,,,
2017-01-01,Xudur,10.0,,,,,,,100.0,,
2017-07-01,Adan Yabaal,,,,,,,,,,
2017-07-01,Afgooye,410.0,,5.725,,,,,960.0,,
2017-07-01,Afmadow,23.0,,241.0,,,,31.0,,,
2017-07-01,Baardheere,32.0,,1.145,1.885,,,75.0,1.2,520.0,
2017-07-01,Badhaadhe,4.0,,51.0,,,,2.0,,,
2017-07-01,Balcad,30.0,,3.6,,,,,,,
2017-07-01,Baraawe,75.0,,840.0,,,,,,,
2017-07-01,Baydhaba,500.0,160.0,2.0,,,,280.0,6.563,,
2017-07-01,Belet Weyne,,,240.0,3.08,50.0,,2.0,537.0,315.0,1.785
2017-07-01,Belet Xaawo,2.0,,68.0,130.0,,,,,650.0,
2017-07-01,Borama,,,,,,,,810.0,,
2017-07-01,Bu'aale,400.0,,2.1,,,,400.0,1.12,,
2017-07-01,Bulo Burto,,,225.0,1.5,22.0,,2.0,700.0,135.0,570.0
2017-07-01,Burco,,,,,,,,50.0,,
2017-07-01,Buur Hakaba,218.0,,30.0,,,,36.0,1.9,,
2017-07-01,Cadale,,,,,,,,,,
2017-07-01,Ceel Bur,,,,,,,,,,
2017-07-01,Ceel Dheer,90.0,,,,,,,15.0,,
2017-07-01,Diinsoor,384.0,216.0,1.32,,,,240.0,8.1,,
2017-07-01,Doolow,8.0,,656.0,975.0,,,,,390.0,
2017-07-01,El berde,,,,,,,,,,
2017-07-01,Garbaharey/Burdhuubo,15.0,,516.0,975.0,,,,30.0,390.0,
2017-07-01,Gebiley,,,60.0,,,,,12.0,,
2017-07-01,Hagar,3.0,,48.0,,,,2.0,162.0,,
2017-07-01,Hargeysa,,,30.0,,,,,2.8,,
2017-07-01,Hobyo,,,,,,,,,,
2017-07-01,Jalalaqsi,,,200.0,620.0,17.0,,13.0,360.0,99.0,400.0
2017-07-01,Jamaame,171.0,,374.782,,,,188.0,,,
2017-07-01,Jilib,520.0,,202.8,,,,600.0,,,
2017-07-01,Jowhar,40.0,,3.822,,,200.0,,,,
2017-07-01,Kismaayo,61.0,,437.0,,,,25.0,,,
